Unnamed: 0,songID,Singer,SongTitle,SongWriter,Composer,LyricsOrder,Lyrics,SingerNationality,SongDialect
119.0,20900.0,اسماء لمنور,لا لا هم,غير معروف,غير معروف,9.0,زَيْن وَ هَمَّهُ وَ عُقُل صافِي ساليتي مِعاهُم,Morocco,Meghribi
120.0,20900.0,اسماء لمنور,لا لا هم,غير معروف,غير معروف,10.0,هكا دِيَماً للسما رافِعَة رَأْسكِ,Morocco,Meghribi
121.0,20900.0,اسماء لمنور,لا لا هم,غير معروف,غير معروف,11.0,هكا دِيَماً جايبة العِزّ لِناسكَ,Morocco,Meghribi
122.0,20900.0,اسماء لمنور,لا لا هم,غير معروف,غير معروف,12.0,قالو فيك وفالو وما ربحو والو,Morocco,Meghribi
123.0,20900.0,اسماء لمنور,لا لا هم,غير معروف,غير معروف,13.0,اش عندك الميت ما يعمل قدام غسالو,Morocco,Meghribi
124.0,20900.0,اسماء لمنور,لا لا هم,غير معروف,غير معروف,14.0,ماتخفيش هالبنية من عند ربي محضية,Morocco,Meghribi
125.0,20900.0,اسماء لمنور,لا لا هم,غير معروف,غير معروف,15.0,ماتخفيش هالبنية من عند ربي محضية,Morocco,Meghribi
126.0,20900.0,اسماء لمنور,لا لا هم,غير معروف,غير معروف,16.0,وفعيون والديك مهدية ومرضية,Morocco,Meghribi
127.0,17755.0,اسماء لمنور,عيونو,غير معروف,غير معروف,1.0,ها عيونو حسيت غيري على بالو,Morocco,Meghribi
128.0,17755.0,اسماء لمنور,عيونو,غير معروف,غير معروف,2.0,ها عيونو باينه في عيونو,Morocco,Meghribi
129.0,17755.0,اسماء لمنور,عيونو,غير معروف,غير معروف,3.0,ها عيونو وانا اسألو تبدل وتغير حالو,Morocco,Meghribi
130.0,17755.0,اسماء لمنور,عيونو,غير معروف,غير معروف,4.0,ها عيونو القلب اللي بغاه سمح فيه وخانو,Morocco,Meghribi
131.0,17755.0,اسماء لمنور,عيونو,غير معروف,غير معروف,5.0,خساره فيك حياتي وحبي بان عيبك مانجيك ماتجيني,Morocco,Meghribi
132.0,17755.0,اسماء لمنور,عيونو,غير معروف,غير معروف,6.0,خدعتني لعبت بقلبي بعد لبعيد وخليني,Morocco,Meghribi
133.0,17755.0,اسماء لمنور,عيونو,غير معروف,غير معروف,7.0,ضيعتيني من يديك مانزيد نطيق ولا نرجع ليك,Morocco,Meghribi
134.0,17755.0,اسماء لمنور,عيونو,غير معروف,غير معروف,8.0,بدلتيني ومازال معايا جاوبني بلا ما تخبي,Morocco,Meghribi
135.0,17755.0,اسماء لمنور,عيونو,غير معروف,غير معروف,9.0,يا الظالم تغدر فيا نستاهل انا عطيتك قلبي,Morocco,Meghribi
136.0,17755.0,اسماء لمنور,عيونو,غير معروف,غير معروف,10.0,صارحني كاين غيري هنيني وانساني,Morocco,Meghribi
137.0,17480.0,اسماء لمنور,عندو الزين,غير معروف,غير معروف,1.0,عندو الزين عنده الحمام دايرو في دارو,Morocco,Meghribi
138.0,17480.0,اسماء لمنور,عندو الزين,غير معروف,غير معروف,2.0,وانا الحب وانا الغرام جابني تا لدارو,Morocco,Meghribi
139.0,17480.0,اسماء لمنور,عندو الزين,غير معروف,غير معروف,3.0,كيقولوا عينيه زايغة عمره في حياته ما أبغى,Morocco,Meghribi
140.0,17480.0,اسماء لمنور,عندو الزين,غير معروف,غير معروف,4.0,لا قال لشي واحدة زوينة تتكون صباغة,Morocco,Meghribi
141.0,17480.0,اسماء لمنور,عندو الزين,غير معروف,غير معروف,5.0,وانا ولا جاني على لقانا إمتى غيجيني,Morocco,Meghribi
142.0,17480.0,اسماء لمنور,عندو الزين,غير معروف,غير معروف,6.0,وانا والله جاني على لقانا صح يبغيني,Morocco,Meghribi
143.0,17480.0,اسماء لمنور,عندو الزين,غير معروف,غير معروف,7.0,كيقولوا حافظ سواري وماشي اللي جات تديه,Morocco,Meghribi
144.0,17480.0,اسماء لمنور,عندو الزين,غير معروف,غير معروف,8.0,مقرية مو مزيان صعيب وحده أن توصل ليه,Morocco,Meghribi
145.0,27209.0,اسماء لمنور,وهران,فلكور جزائرى,عصام الشرايطي,1.0,وهران رحتى خسارة هجرو منك ناس شطارة,Morocco,Meghribi
146.0,27209.0,اسماء لمنور,وهران,فلكور جزائرى,عصام الشرايطي,2.0,قعدوا فى الغربه حيارة والغربه صعيبه وغدارة,Morocco,Meghribi
147.0,27209.0,اسماء لمنور,وهران,فلكور جزائرى,عصام الشرايطي,3.0,يافرحى على اولاد الحمرى,Morocco,Meghribi
148.0,27209.0,اسماء لمنور,وهران,فلكور جزائرى,عصام الشرايطي,4.0,اولا المدينه وسيدى الهوارى,Morocco,Meghribi
149.0,27209.0,اسماء لمنور,وهران,فلكور جزائرى,عصام الشرايطي,5.0,عديت معاهم صغرى ليهم فنى طول عمرى,Morocco,Meghribi
150.0,27209.0,اسماء لمنور,وهران,فلكور جزائرى,عصام الشرايطي,6.0,محلى سهريات بلادى القصبه والجلال يصادى,Morocco,Meghribi
0.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,1.0,انت عمري,Egypt,Egyptian
1.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,2.0,رجعوني عنيك لأيامي اللي راحوا,Egypt,Egyptian
2.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,3.0,علموني أندم على الماضي وجراحه,Egypt,Egyptian
3.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,4.0,اللي شفته قبل ما تشوفك عنيه,Egypt,Egyptian
4.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,5.0,عمر ضايع يحسبوه إزاي عليّ,Egypt,Egyptian
5.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,6.0,انت عمري اللي ابتدي بنورك صباحه,Egypt,Egyptian
6.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,7.0,قد ايه من عمري قبلك راح وعدّى,Egypt,Egyptian
7.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,8.0,يا حبيبي قد ايه من عمري راح,Egypt,Egyptian
8.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,9.0,ولا شاف القلب قبلك فرحة واحدة,Egypt,Egyptian
9.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,10.0,ولا ذاق في الدنيا غير طعم الجراح,Egypt,Egyptian
10.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,11.0,ابتديت دلوقت بس أحب عمري,Egypt,Egyptian
11.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,12.0,ابتديت دلوقت اخاف لا العمر يجري,Egypt,Egyptian
12.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,13.0,كل فرحه اشتاقها من قبلك خيالي,Egypt,Egyptian
13.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,14.0,التقاها في نور عنيك قلبي وفكري,Egypt,Egyptian
14.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,15.0,يا حياة قلبي يا أغلى من حياتي,Egypt,Egyptian
15.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,16.0,ليه ما قابلتش هواك يا حبيبي بدري,Egypt,Egyptian
16.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,17.0,اللي شفته قبل ما تشوفك عنيه,Egypt,Egyptian
17.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,18.0,عمر ضايع يحسبوه إزاي عليّ,Egypt,Egyptian
18.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,19.0,انت عمري اللي ابتدي بنورك صباحه,Egypt,Egyptian
19.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,20.0,الليالي الحلوه والشوق والمحبة,Egypt,Egyptian
20.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,21.0,من زمان والقلب شايلهم عشانك,Egypt,Egyptian
21.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,22.0,ذوق معايا الحب ذوق حبه بحبه,Egypt,Egyptian
22.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,23.0,من حنان قلبي اللي طال شوقه لحنانك,Egypt,Egyptian
23.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,24.0,هات عنيك تسرح في دنيتهم عنيه,Egypt,Egyptian
24.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,25.0,هات ايديك ترتاح للمستهم ايديه,Egypt,Egyptian
25.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,26.0,يا حبيبي تعالى وكفاية اللي فاتنا,Egypt,Egyptian
26.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,27.0,هو اللي فاتنا يا حبيب الروح شويه,Egypt,Egyptian
27.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,28.0,اللي شفته قبل ما تشوفك عنيه,Egypt,Egyptian
28.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,29.0,عمر ضايع يحسبوه إزاي عليّ,Egypt,Egyptian
29.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,30.0,انت عمري اللي ابتدي بنورك صباحه,Egypt,Egyptian
30.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,31.0,يا أغلى من أيامي,Egypt,Egyptian
31.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,32.0,يا أحلى من أحلامي,Egypt,Egyptian
32.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,33.0,خدني لحنانك خدني,Egypt,Egyptian
33.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,34.0,من الوجود وابعدني,Egypt,Egyptian
34.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,35.0,بعيد بعيد أنا وانت,Egypt,Egyptian
35.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,36.0,بعيد بعيد وحدينا,Egypt,Egyptian
36.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,37.0,ع الحب تصحى أيامنا,Egypt,Egyptian
37.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,38.0,ع الشوق تنام ليالينا,Egypt,Egyptian
38.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,39.0,صالحت بيك ايامي,Egypt,Egyptian
39.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,40.0,سامحت بيك الزمن,Egypt,Egyptian
40.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,41.0,نستني بيك آلامي,Egypt,Egyptian
41.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,42.0,ونسيت معاك الشجن,Egypt,Egyptian
42.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,43.0,رجعوني عنيك للأيامي اللي راحوا,Egypt,Egyptian
43.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,44.0,علموني أندم على الماضي وجراحه,Egypt,Egyptian
44.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,45.0,اللي شفته قبل ما تشوفك عنيه,Egypt,Egyptian
45.0,6122.0,ام كلثوم,انت عمري,احمد شفيق كامل أ,محمد عبد الوهاب,46.0,عمر ضايع يحسبوه إزاي عليّ,Egypt,Egyptian
46.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,1.0,انا برضو الأصل,Egypt,Egyptian
47.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,2.0,هتقابل قد ماهتقابل وانا بردو الاصل,Egypt,Egyptian
48.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,3.0,دنا بتكلم عن ثقه ولكني مش مغروره,Egypt,Egyptian
49.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,4.0,هتروح وهتيجي ومش هرضي اعاملك بالمثل,Egypt,Egyptian
50.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,5.0,وهتعرف اني الاصل يوميها وغيري الصورة,Egypt,Egyptian
51.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,6.0,هتلاقي فين تاني ف حنيتي او طيبتي وسلامه نيتي,Egypt,Egyptian
52.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,7.0,كل دا معقول مانتش حاسس بأهميتي,Egypt,Egyptian
53.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,8.0,واللي هيتقال منك هنساه علشان انا ليا اللي انا شايفاه,Egypt,Egyptian
54.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,9.0,وانا شايفاه بجد ان انت ضعيف اوي م نحيتي,Egypt,Egyptian
55.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,10.0,سايباك ع راحتك واهي فرصه اننا نوحش بعض,Egypt,Egyptian
56.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,11.0,وتعيشلك كام يوم من غيري وتعيد حساباتك,Egypt,Egyptian
57.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,12.0,وابقي قابلني لو انت قدرت تعوضني بحد,Egypt,Egyptian
58.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,13.0,دي حياتك انا لو مش فيها هتتعب في حياتك,Egypt,Egyptian
59.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,14.0,هتلاقي فين تاني ف حنيتي او طيبتي وسلامه نيتي,Egypt,Egyptian
60.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,15.0,كل دا معقول مانتش حاسس بأهميتي,Egypt,Egyptian
61.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,16.0,واللي هيتقال منك هنساه علشان انا ليا اللي انا شايفاه,Egypt,Egyptian
62.0,5526.0,امال ماهر,انا برضو الأصل,نادر عبد الله,وليد سعد,17.0,وانا شايفاه بجد ان انت ضعيف اوي م نحيتي,Egypt,Egyptian
63.0,18213.0,انغام,فاكراك,نادر عبد الله,تامر علي,1.0,فكراك فكراك,Egypt,Egyptian
64.0,18213.0,انغام,فاكراك,نادر عبد الله,تامر علي,2.0,مجروحة وانا مسمحاك ليه قلبي عليا معاك فكراك وكمان ما كدبش عليك انا بهرب منك ليك,Egypt,Egyptian
65.0,18213.0,انغام,فاكراك,نادر عبد الله,تامر علي,3.0,انا حبي اكبر من جرحك وعشان كده مش نسياك,Egypt,Egyptian
66.0,18213.0,انغام,فاكراك,نادر عبد الله,تامر علي,4.0,فكراك فكراك,Egypt,Egyptian
67.0,18213.0,انغام,فاكراك,نادر عبد الله,تامر علي,5.0,بقول لنفسي ما تحاولي تنسي ماقدرت علي النسيان,Egypt,Egyptian
68.0,18213.0,انغام,فاكراك,نادر عبد الله,تامر علي,6.0,وقولت بعدك يا ريت يقسي,Egypt,Egyptian
69.0,18213.0,انغام,فاكراك,نادر عبد الله,تامر علي,7.0,وانا لسه بيني وبين نفسي ياحبيبي زي زمان,Egypt,Egyptian
70.0,18213.0,انغام,فاكراك,نادر عبد الله,تامر علي,8.0,فكراك فكراك,Egypt,Egyptian
71.0,18213.0,انغام,فاكراك,نادر عبد الله,تامر علي,9.0,مجروحة وانا مسمحاك,Egypt,Egyptian
72.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,2.0,يا ترى يا حبيبي يا ترى,Egypt,Egyptian
73.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,3.0,انت فين يا حبيبي يا ترى,Egypt,Egyptian
74.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,4.0,اعمل ايه يا حبيبي ياترى,Egypt,Egyptian
75.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,5.0,يا ترى اااااااااه,Egypt,Egyptian
76.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,6.0,قريب و لا بعيد ولا,Egypt,Egyptian
77.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,7.0,حزين و لا سعيد و لا,Egypt,Egyptian
78.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,8.0,قريب و لا بعيد و لا,Egypt,Egyptian
79.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,9.0,حزين و لا سعيد ولا,Egypt,Egyptian
80.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,10.0,فاكر سنيني ولا,Egypt,Egyptian
81.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,11.0,قلبك نسيني و لا,Egypt,Egyptian
82.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,12.0,الحب زاد ولا البعاد,Egypt,Egyptian
83.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,13.0,خلى الغرام ولا,Egypt,Egyptian
84.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,14.0,ابعد و انساك ولا,Egypt,Egyptian
85.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,15.0,ولا استناك و لا,Egypt,Egyptian
86.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,16.0,ابعد و انساك ولا,Egypt,Egyptian
87.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,17.0,ولا استناك و لا,Egypt,Egyptian
88.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,18.0,راجع لي ثاني و لا,Egypt,Egyptian
89.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,19.0,غير مكاني و لا,Egypt,Egyptian
90.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,20.0,دانا كلي لك و بحن لك,Egypt,Egyptian
91.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,21.0,﻿,Egypt,Egyptian
92.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,22.0,و اشتقتلك و الله,Egypt,Egyptian
93.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,23.0,يا ترى يا حبيبي يا ترى ااااااااااااه,Egypt,Egyptian
94.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,24.0,انت عارف اد ايه البعد قاسي,Egypt,Egyptian
95.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,25.0,انت عارف اننا بعدك بقاسي,Egypt,Egyptian
96.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,26.0,انت عارف اد ايه البعد قاسي,Egypt,Egyptian
97.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,27.0,انت عارف اننا بعدك بقاسي,Egypt,Egyptian
98.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,28.0,لو نسيتني لسه قلبي مش ناسيك,Egypt,Egyptian
99.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,29.0,لو بايعني لسه قلبي مشتريك,Egypt,Egyptian
100.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,30.0,نفسي اشوفك نفسي,Egypt,Egyptian
101.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,31.0,نفسي اشوفك نفسي,Egypt,Egyptian
102.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,32.0,اطمن عليك ااااااااه2,Egypt,Egyptian
103.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,33.0,قريب و لا بعيد ولا,Egypt,Egyptian
104.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,34.0,حزين ولا سعيد ولا,Egypt,Egyptian
105.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,35.0,قريب ولا بعيد ولا,Egypt,Egyptian
106.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,36.0,حزين و لا سعيد ولا,Egypt,Egyptian
107.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,37.0,فاكر سنيني ولا,Egypt,Egyptian
108.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,38.0,قلبك نسيني ولا,Egypt,Egyptian
109.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,39.0,الحب زاد و لا البعاد,Egypt,Egyptian
110.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,40.0,خلى الغرام ولا,Egypt,Egyptian
111.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,41.0,يا ترى يا حبيبي ياترى اه,Egypt,Egyptian
112.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,42.0,يا حبيبي عمري انا عمال بيجري,Egypt,Egyptian
113.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,43.0,و انت فاكر لسه لسه العمر باقي,Egypt,Egyptian
114.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,44.0,يا حبيبي عمري انا عمال بيجري,Egypt,Egyptian
115.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,45.0,و انت فاكر لسه لسه العمر باقي,Egypt,Egyptian
116.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,46.0,ياللي الحياه و الدنيا بجلستي معاه,Egypt,Egyptian
117.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,47.0,ياللي الليالي المره حامله هواه,Egypt,Egyptian
118.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,48.0,كل ليله بحلم كل ليله بحلم,Egypt,Egyptian
119.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,49.0,بضحكه هواااه2,Egypt,Egyptian
120.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,50.0,قريب و لا بعيد و لا,Egypt,Egyptian
121.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,51.0,حزين و لا سعيد و لا,Egypt,Egyptian
122.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,52.0,فريب ولا بعيد و لا,Egypt,Egyptian
123.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,53.0,حزين و لا سعيد و لا,Egypt,Egyptian
124.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,54.0,فاكر سنيني و لا,Egypt,Egyptian
125.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,55.0,قلبك نسيني و لا,Egypt,Egyptian
126.0,27404.0,بهاء سلطان,ياترى,غير معروف,غير معروف,56.0,الحب زاد و لا البعاد,Egypt,Egyptian
127.0,10495.0,تامر حسني,حرقة دم,تامر حسنى,تامر حسنى,1.0,ارجعلك..,Egypt,Egyptian
128.0,10495.0,تامر حسني,حرقة دم,تامر حسنى,تامر حسنى,2.0,اسمعلك..,Egypt,Egyptian
129.0,10495.0,تامر حسني,حرقة دم,تامر حسنى,تامر حسنى,3.0,ارجعلك يعني حرقة دم .. اسمعلك كل كلامك هم,Egypt,Egyptian
130.0,10495.0,تامر حسني,حرقة دم,تامر حسنى,تامر حسنى,4.0,عايزانى يااااه .. تانى لااا .. في غيرك انا عنده اهم,Egypt,Egyptian
131.0,10495.0,تامر حسني,حرقة دم,تامر حسنى,تامر حسنى,5.0,راجعي نفسك مين زمان خاف عليكي وحبه كان دار امان وبحور وحنان .. خساره فيكي الحب,Egypt,Egyptian
132.0,10495.0,تامر حسني,حرقة دم,تامر حسنى,تامر حسنى,6.0,ارجعلك يعني حرقة دم .. اسمعلك كل كلامك هم,Egypt,Egyptian
133.0,10495.0,تامر حسني,حرقة دم,تامر حسنى,تامر حسنى,7.0,عايزانى يااااه .. تانى لااا .. في غيرك انا عنده اهم,Egypt,Egyptian
134.0,10495.0,تامر حسني,حرقة دم,تامر حسنى,تامر حسنى,8.0,انا من قلبي بتمنالك تلاقي حب يريح بالك … بكره تلاقي مكانى ويكون احسن منى,Egypt,Egyptian
135.0,10495.0,تامر حسني,حرقة دم,تامر حسنى,تامر حسنى,9.0,لكن…,Egypt,Egyptian
136.0,10495.0,تامر حسني,حرقة دم,تامر حسنى,تامر حسنى,10.0,ارجعلك يعني حرقة دم .. اسمعلك كل كلامك هم,Egypt,Egyptian
137.0,10495.0,تامر حسني,حرقة دم,تامر حسنى,تامر حسنى,11.0,عايزانى يااااه .. تانى لااا .. في غيرك انا عنده اهم,Egypt,Egyptian
138.0,10692.0,دنيا سمير غانم,حكاية واحدة,امير طعيمة,هشام جمال,1.0,بنتقابل وتيجى عيونا فى عيون بعض ونتكلم نلاقى ان احنا نشبة بعض,Egypt,Egyptian
139.0,10692.0,دنيا سمير غانم,حكاية واحدة,امير طعيمة,هشام جمال,2.0,نحس بحاجة مش فهمين تفاصيلها واجمل لحظة فى الحدوتة اولها,Egypt,Egyptian
140.0,10692.0,دنيا سمير غانم,حكاية واحدة,امير طعيمة,هشام جمال,3.0,وبعد شوية ونجرأ ونعملها ونفتح يوم قلوبنا لبعض,Egypt,Egyptian
141.0,10692.0,دنيا سمير غانم,حكاية واحدة,امير طعيمة,هشام جمال,4.0,ونتصارح واحسسنا بيقلب حب وفى ثوانى نعيش اتنين بنفس القلب,Egypt,Egyptian
142.0,10692.0,دنيا سمير غانم,حكاية واحدة,امير طعيمة,هشام جمال,5.0,نعيش فى حكاية احلى مانتصور ويبدأ حبنا يكبر ويطور وبعد شوية احسسنا بيتغير,Egypt,Egyptian
143.0,10692.0,دنيا سمير غانم,حكاية واحدة,امير طعيمة,هشام جمال,6.0,وفجأة السهل بيكون صعب ونتخانق وكل حقيقة بتبان,Egypt,Egyptian
144.0,10692.0,دنيا سمير غانم,حكاية واحدة,امير طعيمة,هشام جمال,7.0,ونتعاتب عتاب ملوش لالون ولا طعم,Egypt,Egyptian
145.0,10692.0,دنيا سمير غانم,حكاية واحدة,امير طعيمة,هشام جمال,8.0,تخدنا الدنيا من اشوقنا لجرحونا ونبعد حبة تخرج رحنا من رحنا,Egypt,Egyptian
146.0,10692.0,دنيا سمير غانم,حكاية واحدة,امير طعيمة,هشام جمال,9.0,نحس سعتها ان البعد ريحنا ونتعود ولا نهتم قلوبنا فى الهوا نصيبها,Egypt,Egyptian
147.0,10692.0,دنيا سمير غانم,حكاية واحدة,امير طعيمة,هشام جمال,10.0,حكاية واحدة ومشبهاة لكن نهايتها مختلفة واصل الحب دة رحلة ودنيتنا بية تحلى,Egypt,Egyptian
148.0,10692.0,دنيا سمير غانم,حكاية واحدة,امير طعيمة,هشام جمال,11.0,قدرنا اصلة مش صدفة,Egypt,Egyptian
