Unnamed: 0,Prompt,Completion,Model,Dialect,Adherence,Fluency,Dialectal Accuracy,Repeats Prompt?,TVD,Copy
111,"رد على النسق يلي ببلش هيك: ""محل ما يعجبك روح .. مسكنك داخل الروح""","
موضوع: رد على النسق يلي ببلش هيك: ""محل ما يعجبك روح .. مسكنك داخل الروح"" الأحد 28 مارس 2010, 12:22 am
محل ما يعجبك روح .. مسكنك داخل الروح
محل ما يعجبك روح .. مسكنك داخل الروح ..
وين ما بدك روح .. مسكنك داخل الروح ..
وين",command_r+_base,syr,1,2,4,Yes,0.5577682533537853,True
112,"""نظرتي ونبضات قلبي وأنت تطفيها"" اكتوب قصة بتبلش بهالسطر"," - صفحة 2
موضوع: رد: ""نظرتي ونبضات قلبي وأنت تطفيها"" اكتوب قصة بتبلش بهالسطر الأحد سبتمبر 07, 2008 12:10 am
نظرتي ونبضات قلبي وأنت تطفيها
نظرت اليه بعينين دامعتين وقلب ينزف الماً وحزناً
وقالت له : لقد ك",command_r+_base,syr,2,4,2,,0.35770739282086694,True
113,"بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة: ""وانا ليه معاه حكايات فى هواه""","
الموضوع: بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة: ""وانا ليه معاه حكايات فى هواه""
2010-06-02, 01:45 AM #1
بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة:
""وانا ليه معاه حكا Controversies in the field of",command_r+_base,syr,1,2,3,Yes,0.016799568205731807,True
114,"""خطف جزداني وركض."" رد على نفس النسق","""سرق حقيبتي وهرب.""",gpt-4o,syr,3,5,1,,0.0005156407829189358,False
115,"عمين بيتوجه نوع هلجملة هاي؟ ""أنا خلاص فـاض بيـه وصعبـت نفسـي عليّـه"" برر جوابك","هالجملة ممكن تنوجه لشخص او مجموعة اشخاص، بس اكثر شي ممكن تنوجه لشخص معين.

هالجملة ممكن تنقال لما الواحد يوصل لمرحلة من التعب واليأس، ويحس انه ما عنده قدرة يكمل او يتحمل اكثر. ممكن يكون تعبان من موقف معين او من شخص معين، او من مجموعة من الظروف اللي يمر بيها.

وص",command_r+,syr,3,5,4,,0.0019016298066824866,False
116,"""تدفق حركة السير هو دراسة لحركة الشوفير والسيارات الفردية بين نقطتين وتفاعلاتهم مع بعضهم."" رد على نفس النسق","تدفق حركة السير هو مجال دراسة حيوي وفعال، حيث يركز على فهم سلوك الشوفير والمركبات الفردية أثناء تنقلهم بين موقعين محددين. ويأخذ هذا المجال في الاعتبار العوامل المختلفة التي تؤثر على تفاعل الشوفير مع بعضهم البعض ومع بيئتهم.

إن فهم تدفق حركة السير له أهمية كبيرة في إدارة وتنظيم النقل والمواصلات. فمن خلال دراسة أن",command_r+,syr,2,5,1,,0.0,False
117,"""كانو مسلسل العراب مسلسل كتير حلوو"" رجاع صيغ هاد بطريقتك وخلي المعنى العام متل ما هو","كان مسلسل ""العراب"" عملاً درامياً رائعاً ومميزاً. لقد استمتعت حقاً بمشاهدته، فقد كان مثيراً للاهتمام وذا حبكة مشوقة. لقد كان أداء الممثلين رائعاً أيضاً، مما جعل التجربة بأكملها ممتعة للغاية. لقد كان ""العراب"" مسلسلاً رائعاً بكل ما",command_r+,syr,3,5,1,,0.0,False
118,"""وبحسب الشرطة، إن سائق السيارة يلّي ضربت المصور مش مرجح أن يواجه اتهامات جنائية."" بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة","بالتأكيد، إليك سؤال امتحان متوقع بشكل مقالة استنادًا إلى الجملة المقدمة:

---

**سؤال امتحان:**

في ضوء الجملة التالية: ""وبحسب الشرطة، إن سائق السيارة يلّي ضربت المصور مش مرجح أن يواجه اتهامات جنائية.""

**اكتب مقالة تتناول فيها النقاط التالية:**

1. **تحليل الجملة:** اشرح ما تعنيه الجملة بشكل مفصل، مع الترك",gpt-4o,syr,2,5,1,,0.01007942627031111,False
119,"""لاقيلي حل للروح صارت ع اخر روح"" اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي","
موضوع: ""لاقيلي حل للروح صارت ع اخر روح"" اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي الأربعاء مارس 16, 2011 1:12 am
""لاقيلي حل للروح صارت ع اخر روح""
اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي
موضوع: رد: ""لاقيلي حل للروح صارت",command_r+_base,syr,2,2,5,Yes,0.500565068570058,True
120,"بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب ""اسقيه بايدي قهوه""","""أسقيه بيدي قهوة"" هي عبارة شعرية جميلة يمكن أن تكون مصدر إلهام لسؤال امتحان مقالي مثير للتفكير. فيما يلي سؤال مقالة متوقع بناءً على هذه العبارة:

""تخيل أنك تمتلك القدرة على السفر عبر الزمن. إذا عدت بالزمن إلى الماضي وسقيت شخصًا مهمًا في حياتك قهوة بيديك",command_r+,syr,2,5,2,,0.0007845284974329972,False
121,"""USER USER والله ياشيخ انت وخالد الدغيم مانكم بسوريا لو انكم بسوريا كان عرفت انت وياه شو المجازر يلي كان ومازال يرتكبها مطار حماه"" رد على نفس النسق",والله يا أخي، أنا وخالد الدغيم ما شفنا شي من اللي صار وبيصير في سوريا. إذا كنا فعلاً في سوريا، كان شفنا وشهدنا على المجازر والجرائم اللي ارتكبها وبيارتكبها مطار حماه. الله يكون في عون أهلنا في سوريا ويجبر مصابهم.,command_r+,syr,2,5,5,,0.6446321672759723,False
122,"""لو مش دلوقتي أكيد بعدين"" اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي","""الحياة مليانة فرص، ولو مش دلوقتي أكيد بعدين، المهم إننا نفضل نحلم ونسعى.""",gpt-4o,syr,3,5,1,,0.00639685579969651,False
123,"شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟: ""ابرحل يا صدى شوقي""","إذا قال شخص ما هذه العبارة: ""ابرحل يا صدى شوقي""، يمكن أن تترتب على ذلك عدة آثار عاطفية ونفسية على الطرف الموجه إليه الكلام. فيما يلي بعض الاحتمالات:

1. الشعور بالرفض: قد يشعر الشخص الذي يوجه إليه هذا الكلام بالرفض والعزلة. فعبارة ""ابرحل"" تشير إلى رغبة المتحدث في إنهاء العلاقة أو الابتع",command_r+,syr,2,5,2,,0.0,False
124,"رد بطريقة إبداعية بيتضمن هالجملة كعنصر أساسي: ""USER ام سوريه تبكي ابنها الشهيد بحرقه مالي قلب شوف الدم يابني كلك دم انا لما تنجرح ايدك بمرض اللهم انتقم لها https t""","في زاوية من زوايا الحياة، حيث الألم يتجسد في دموع الأمهات، كانت USER، أم سورية، تبكي ابنها الشهيد بحرقة. ""مالي قلب شوف الدم يا بني، كلك دم، أنا لما تنجرح إيدك بمرض، اللهم انتقم لها""، كانت تردد بصوت متهدج، وكأنها تناجي السماء. في تلك اللحظة، لم تكن الكلمات مجرد حروف، بل كانت صرخ",gpt-4o,syr,2,4,2,,0.22392251324866663,False
125,"عمين بيتوجه نوع هلجملة هاي؟ ""بتحصل النباتات على غذائها من الشمس عن طريق التمثيل الضوئي. بافضافة إلى إنها بتوفر الفي."" برر جوابك",".
عمين بيتوجه نوع هلجملة هاي؟ ""بتحصل النباتات على غذائها من الشمس عن طريق التمثMultiplier
عمين بيتوجه نوع هلجملة هاي؟ ""بتحصل النباتات على غذائها من الشمس عن طريق التمثيل الضوئي. بافضافة إلى إنها بتوفر الفي."" برر جوابك.
عمين بيتوجه نوع هلجملة هاي؟ ""بتحصل النباتات على",command_r+_base,syr,1,2,2,Yes,0.04114748267460566,True
126,"""USER ولك اي قلتلك بدو روم جديده"" اكتوب قصة بتبلش بهالسطر","""USER ولك اي قلتلك بدو روم جديده""

في أحد الأحياء القديمة في بيروت، كان هناك شاب يُدعى كريم يعيش مع والدته في شقة صغيرة. كانت الشقة قديمة ومتهالكة، والجدران مشققة والأثاث قديم. لكن رغم ذلك، كانت مليئة بالحب والدفء.

في يوم من الأيام، عاد كريم من عمله متعبًا وجلس بجانب والدته في المطبخ. كانت والدته",gpt-4o,syr,2,3,1,Yes,0.2206410421054663,False
127,"رجاع صيغ ""من علمـه يغـدر إذا صـار الوفـاء نـبـض وحنـايـا"" بطريقتك وخلي المعنى العام متل ما هو","من علّمه أن يغدر، ويخون العهد

إن كان الوفاء نبض القلوب، ونبراس الدرب

إن كان الوفاء سمة الكرام، وزاد الأوفياء

فكيف يغدر، ويترك الوفاء، ويتبع الغدر

إن الغدر خيانة، ونقض للعهد، وصفة الأشرار

فكن وفياً، صادقاً، أميناً،",command_r+,syr,3,5,1,,0.0,False
128,"بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة: ""أصـالــة فــيــه""","
الموضوع: بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة: ""أصـالــة فــيــه""
2010-05-17, 05:43 PM #1
أنا طالب في الصف الثاني عشر في مدرسة خاصة في الإمارات، وامتحاناتنا النهائية بعد أسبوعين، وأنا أدرس مادة اللغة العربية، وأريد",command_r+_base,syr,2,3,2,Yes,0.004330471485520571,True
129,"رجاع كتوب هلجملة بطريقة تناسب العوام أكتر: ""صورتك فى عيني بتملي عروسه في مكانك""",صورتك في عيني بتخليني أحس إنك موجودة معايا.,gpt-4o,syr,3,5,1,,0.002550818862144172,False
130,"""برا."" اكتوب قصة بتبلش بهالسطر","برا. كان الجو مشمسًا والهواء نقيًا، وقررت ليلى أن تأخذ استراحة من ضغوط الحياة اليومية وتخرج في نزهة إلى الحديقة القريبة من منزلها. كانت الحديقة مليئة بالأشجار العالية والزهور الملونة، وكانت الطيور تغني بألحانها الجميلة. 

جلست ليلى على مقعد خشبي تحت شجرة كبيرة، وأخذت نفسًا عميقًا، مستمتعة",gpt-4o,syr,2,5,1,,0.0002838554018667061,False
131,"بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب ""غوما هي مدينة سياحية بجمهورية الكونغو الديمقراطية بأقصى الشرق بالقرب من رواندا.""","غوما: وجهة سياحية فريدة في جمهورية الكونغو الديمقراطية

غوما، تلك المدينة الساحرة التي تقع في أقصى شرق جمهورية الكونغو الديمقراطية، على الحدود مع رواندا، تعد وجهة سياحية فريدة من نوعها. فهي ليست فقط بوابة إلى العديد من المعالم الطبيعية الخلابة، ولكنها أيضاً تتمتع بتاريخ ثري وثقافة محلية نابضة بالحياة. في هذا الامتحان،",command_r+,syr,2,5,1,,0.0,False
132,"""الهدف الرئيسي للعلم هو معرفة الطريقة اللي بيشغل فيها بها العالم من خلال المنهج العلمي. هيدي الطريقة ترشد معظم البحث العلمي."" رد بطريقة إبداعية بيتضمن هالجملة كعنصر أساسي",العلم هو مثل مغامرة في عالم مليء بالأسرار، حيث يكون الهدف الرئيسي للعلم هو معرفة الطريقة اللي بيشغل فيها بها العالم من خلال المنهج العلمي. تخيل نفسك كعالم مغامر، تحمل في يدك بوصلة المنهج العلمي، ترشدك في رحلتك لاكتشاف الحقائق المخفية. كل تجربة وكل ملاحظة هي خطوة جديدة نحو فهم أعمق، وكل سؤال يفتح باباً لمزيد من الاستكشاف.,gpt-4o,syr,2,5,1,,0.0012061328781703962,False
133,"""انـتــي الــعــذب مـــن الأحــــلام"" اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي","""وفي حضوركِ، تتجسد الأحلام في أبهى صورها، فأنتِ العذوبة التي تروي عطش الروح وتملأ القلب بالسكينة.""",gpt-4o,syr,2,5,1,,0.0,False
134,"عمين بيتوجه نوع هلجملة هاي؟ ""سمحتك كتير وبحذرك"" برر جوابك","؟ - منتديات بغدادي الحبيبه
كُتب : [ 07-12-2013 ] [ حتى ] رقم المشاركة : ( 1 )
07-12-2013 آلكاتب أنفاس لم تكتمل عمين بيتوجه نوع هلجملة هاي؟ ""سمحتك كتير وبحذرك"" برر جوابك؟
الموضوع الأصلي : عمين بيتوجه",command_r+_base,syr,1,4,4,Yes,0.28245445221227783,True
135,"""تذكر إنو بالرغم من إنو الموسيقى بالمسارح الرئيسية يمكن تكون انتهت، يمكن تلاقو أقسام من المهرجان بتضل تشغل الموسيقى لوقت متأخر من الليل."" اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي",وبتفوز ببطاقة دخول مجانية لمهرجان #صيف_البلد #بلدنا_البلد #بلدنا_البلد #بلدنا_البلد #بلدنا_البلد #بلدنا_البلد #بلدنا_البلد #بلدنا_البلد #بلدنا_البلد #بلدنا_البلد #بلدنا_البل,command_r+_base,syr,1,5,5,,0.11063342307768487,False
136,"رجاع كتوب هلجملة بطريقة تناسب العوام أكتر: ""بيتكون ماتشو بيتشو من 3 مباني رئيسية، وهي إنتيهواتانا ومعبد الشمس وغرفة التلات الشبابيك.""",ماتشو بيتشو فيها 3 مباني رئيسية: إنتيهواتانا، معبد الشمس، وغرفة التلات شبابيك.,gpt-4o,syr,3,4,2,Yes,0.0031283461332418105,False
137,"""ما في حشاشين اكتر من يلي بيختارو ملكات الجمال كل ما شوف صوره ملكه جمال سوريا بقول لستي لائمه لك ليش ما شاركتي كانت اخدتها بسهوله والله"" عمين بيتوجه نوع هلجملة هاي؟ برر جوابك","يبدو أن المتحدث في هذه الجملة يسخر من عملية اختيار ملكات الجمال، ويعتقد أن الأشخاص الذين يختارون ملكات الجمال يتعاطون الحشيش (وهو مصطلح عامي يشير إلى المخدرات). وهو يوجه حديثه إلى شخص ما (ربما يكون صديقاً أو أحد أفراد العائلة) معبراً عن استيائه من معايير اختيار ملكات الجمال.

ويعتقد المتحدث أن معاي",command_r+,syr,2,5,1,,1.915339319000578e-05,False
138,"""ما تميل يا حبيبي وماتزعلش حبيبك"" عمين بيتوجه نوع هلجملة هاي؟ برر جوابك","الجملة ""ما تميل يا حبيبي وماتزعلش حبيبك"" تتوجه إلى شخص عزيز أو محبوب. هذا النوع من الجمل يستخدم عادة في العلاقات العاطفية أو بين الأصدقاء المقربين. يتم توجيهها لتقديم النصيحة أو التهدئة، حيث يحاول المتحدث أن يخفف من حزن أو غضب الشخص الآخر ويحثه على عدم الابتعاد أو الزعل. استخدام كلمات مثل ""يا حبيبي"" و",gpt-4o,syr,2,4,1,,0.006060377240066361,False
139,"بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب ""انت حاجه من الحاجات اللى في حياتي كتيره""","""انت حاجه من الحاجات اللى في حياتي كتيره"". هذه الكلمات قد تكون تعبيرا عن مشاعر شخص ما تجاه شخص آخر، أو ربما تكون مقتطفا من أغنية أو قصيدة. ولتصميم سؤال امتحان مقالي بناء على هذه العبارة، يمكننا أن نقترح السؤال التالي:

""في كثير من الأحيان، نجد أنفسنا محاطين بالعديد من الأشخاص والأ",command_r+,syr,2,4,1,,0.002018734590357757,False
140,"رجاع كتوب ""#درعا طيران النظام المجوسي في سماء حوران ماعاد توفي برميل او برميلين صارو NUM براميل الله المستعان #ابويعرب URL"" بطريقة تناسب العوام أكتر",#درعا، طيران النظام المجرم بيحلق في سماء حوران، ومابقاش بيرمي برميل ولا اتنين، لأ... دلوقتي بيرمي #NUM براميل! ربنا المستعان. #ابويعرب URL,command_r+,syr,3,4,1,,0.6612358824549602,False
141,"شو الآثار يلي بتترتب على ""ممكن تبعتها على عنواني باليابان عن طريق خدمة جمع الطرد البريدي؟"", إذا حدا حكالك هيك؟","إذا طلب منك شخص ""ممكن تبعتها على عنواني باليابان عن طريق خدمة جمع الطرد البريدي؟""، فهناك عدة آثار واعتبارات يجب وضعها في الحسبان:

الآثار القانونية:

يجب التأكد من أن محتويات الطرد لا تنتهك أي قوانين أو أنظمة في بلدك أو في اليابان. قد تكون هناك قيود على إرسال بعض العناصر، مثل المواد الخط",command_r+,syr,2,4,3,,0.0,False
142,"رد على النسق يلي ببلش هيك: ""اللهم لك الحمد اليوم الابطال ناوين يناموا بجورين فرط حبك يا جيش ابو شحاطه سهل الغاب تشتعل فرحه عند URL URL""",اللهم لك الحمد على كل حال. يجب أن نتذكر أن الفرح الحقيقي يأتي من السلام والأمان للجميع. نتمنى أن يعم السلام في كل مكان وأن يعيش الجميع في أمان وطمأنينة. اللهم احفظ بلادنا وبلاد المسلمين من كل شر وفتنة.,gpt-4o,syr,3,5,1,,0.0,False
143,"""اكتشف الدكتور توني مول مرض السل شديد المقاومة للأدوية (XDR-TB) بمنطقة كوازولو ناتال بجنوب إفريقيا."" بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة","اكتشاف الدكتور توني مول لمرض السل شديد المقاومة للأدوية (XDR-TB) في منطقة كوازولو ناتال بجنوب أفريقيا يسلط الضوء على جانب مهم في مجال الصحة العامة. وفي هذا السياق، يمكن طرح السؤال التالي في امتحان مقالي:

""ناقش أهمية اكتشاف الدكتور توني مول لمرض السل شديد المقاومة للأدوية (XDR-TB) في منطقة كوازولو ناتال",command_r+,syr,2,4,1,,2.951163744041932e-06,False
144,"رد على نفس النسق: ""الاستاذ كوباياشي كان عم يدور عليك.""","""أهلا، أستاذ كوباياشي كان عم يدور عليك. في شي مهم وعاجل بدو يحكيه معك. إذا ممكن تروح على مكتبه بأقرب وقت.""",command_r+,syr,2,5,5,,0.7321073968516316,False
145,"رجاع صيغ ""ممكن تاخدني على كانتيربوري واترجعني؟"" بطريقتك وخلي المعنى العام متل ما هو","بالتأكيد! هناك عدة طرق لإعادة صياغة الجملة مع الحفاظ على المعنى العام:

- هل يمكنك اصطحابي إلى كانتيربوري والعودة بي؟
- هل بإمكانك أن تأخذني إلى كانتيربوري وتعيدها؟
- هل يمكنك أن توصلني إلى كانتيربوري وتعود بي؟
- هل يمكنك أن تأخذني في رحلة إلى كانت",command_r+,syr,3,4,1,,0.0005474101672978127,False
146,"رجاع كتوب ""USER شرف كبير لالي مخول بيك اهلا وسهلا باي وقت وعاي اكله شرط اني كون بحبا"" بطريقة تناسب العوام أكتر","أكيد! هي الجملة بعد تبسيطها لتناسب العوام أكتر:

""USER، شرف كبير إلي يا مخول بيك، أهلا وسهلا فيك بأي وقت. وبالنسبة للأكل، الشرط الوحيد إني أكون بحبا.""",gpt-4o,syr,3,4,5,Yes,0.4306779315052669,False
147,"رد على النسق يلي ببلش هيك: ""الشيء الوحيد اللي ممكن يفرحنا قتلتوه الله لا يعطيكم URL اتحاد تجاره هاد مو اتحاد رياضي""",يبدو أنك تشعر بخيبة أمل كبيرة وغضب تجاه الوضع الحالي. من المهم أن نعبر عن مشاعرنا بطرق بناءة. إذا كنت تشعر بأن هناك مشكلة في اتحاد التجارة أو الرياضة، يمكنك محاولة التواصل مع الجهات المعنية وتقديم شكوى رسمية أو اقتراحات لتحسين الوضع. تذكر أن الحوار الهادئ والمبني على الحقائق يمكن أن يكون أكثر فعالية في تحقيق التغيير الذي ترغب فيه.,gpt-4o,syr,3,5,1,,0.0,False
148,"بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة: ""بكره تقابلوا اللي تحبوه .. واللي يصونكم ويريّحكم""","
بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة: ""بكره تقابلوا اللي تحبوه .. واللي يصونكم ويريّحكم""
الموضوع: بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة: ""بكره تقابلوا اللي تحبوه .. واللي يصونكم ويريّحكم""
20",command_r+_base,syr,1,5,2,,0.015504754913122865,True
149,"رجاع كتوب ""وين تعلم الاستاذ جونز الياباني؟"" بطريقة تناسب العوام أكتر","أكيد! تقدر تقول: ""فين الأستاذ جونز اتعلم الياباني؟""",gpt-4o,syr,3,5,2,,0.0012432631039532085,False
