sentID.BTEC	split	lang	sent
9653	corpus-6-train	EN	I'd like to rent this kind of car for three hours.
9654	corpus-6-train	EN	I've had a grand time this evening, thank you.
9655	corpus-6-train	EN	How do you use this in cooking?
9656	corpus-6-train	EN	How much is that one including tax?
9657	corpus-6-test-corpus-26-train	EN	Is that right? Let me check. Oh, I'm terribly sorry, Ms. Takano. That's our mistake. Here's your new bill. Would you sign here, please?
9659	corpus-6-train	EN	I need an accident report.
9661	corpus-6-train	EN	I don't want any hair spray.
9662	corpus-6-train	EN	Sure. I'll put them in the trunk.
9664	corpus-6-train	EN	How much is the alteration charge?
9666	corpus-6-train	EN	Yes, certainly. Will you stay for three nights?
9669	corpus-6-train	EN	Could you measure me?
9672	corpus-6-train	EN	Could you wrap it up for me, please?
9673	corpus-6-test-corpus-26-train	EN	Five dollars back, please.
9674	corpus-6-train	EN	How much is it?
9676	corpus-6-dev	EN	I don't know the British sizes.
9677	corpus-6-train	EN	You really like it?
9679	corpus-6-train	EN	Please show me your contract. The total charge will be two hundred dollars.
9680	corpus-6-train	EN	Can I see your boarding card?
9681	corpus-6-train	EN	I want a single room.
9683	corpus-6-test-corpus-26-train	EN	The bathtub stopper doesn't close completely.
9684	corpus-6-train	EN	Put your bags up here, checking just one bag?
9685	corpus-6-train	EN	I feel like sleeping for a while.
9687	corpus-6-test-corpus-26-train	EN	It's just a token of my appreciation.
9688	corpus-6-test-corpus-26-train	EN	Will you fill in this form?
9691	corpus-6-train	EN	Which platform does it leave from?
9693	corpus-6-train	EN	Can I have two gallery for this evening?
9695	corpus-6-test-corpus-26-test	EN	How about this plastic models?
9698	corpus-6-train	EN	Close to stage?
9700	corpus-6-train	EN	The price on the receipt is the same as the price tag.
9701	corpus-6-test-corpus-26-train	EN	What brands do you have?
9702	corpus-6-test-corpus-26-train	EN	The heels are too high for me.
9703	corpus-6-train	EN	Contact an insurance company, please.
9707	corpus-6-train	EN	How about five? I don't need so much.
9709	corpus-6-train	EN	I left my coat here.
9710	corpus-6-test-corpus-26-test	EN	I'm locked out of my room.
9712	corpus-6-train	EN	Trim the ends after the permanent, please.
9713	corpus-6-train	EN	The seat is broken.
9714	corpus-6-dev	EN	I want to buy Kodak reversal film of thirty-six exposures.
9715	corpus-6-train	EN	Where is the biggest department store around here?
9717	corpus-6-train	EN	Your name please?
9719	corpus-6-train	EN	I'd like chicken, please.
9720	corpus-6-train	EN	I have a problem. When I was walking on the street, my wallet was stolen. Where is the police station?
9722	corpus-6-train	EN	Please do not smoke at this time.
9723	corpus-6-train	EN	We are now near Sydney, route thirty-two.
9724	corpus-6-dev	EN	I want to stay longer.
9726	corpus-6-train	EN	Is this a self-service place?
9727	corpus-6-train	EN	Sure. What is it?
9730	corpus-6-test-corpus-26-train	EN	How long have you been in Paris?
9731	corpus-6-train	EN	I arrived here on British Airways flight number one five two.
9732	corpus-6-test-corpus-26-train	EN	May I have postage stamps for three airmail postcards to Japan?
9734	corpus-6-train	EN	It was founded in seventeen fifty-three but the facade with marble columns was built in eighteen fifty-two.
9735	corpus-6-train	EN	Could I take your order?
9736	corpus-6-train	EN	Precisely speaking, hundreds of thousands of them, Mr. Kurio. In this cellar alone we keep about eight hundred thousand bottles.
9738	corpus-6-train	EN	That's right. I would really enjoy seeing him again.
9739	corpus-6-train	EN	Yes, but you'll have to pay an additional charge.
9740	corpus-6-train	EN	How long have you been doing that?
9744	corpus-6-train	EN	I'd like to take the same flight on July first.
9746	corpus-6-test-corpus-26-train	EN	It's spelled G-O-R-O-H.
9747	corpus-6-test-corpus-26-train	EN	Would you like to have a drink?
9748	corpus-6-test-corpus-26-train	EN	Lie down over here.
9752	corpus-6-test-corpus-26-train	EN	Make it urgent telegram, please.
9756	corpus-6-train	EN	Is this an express train?
9757	corpus-6-dev	EN	What's the approximate fare to Washington Square Park?
9758	corpus-6-train	EN	I can't reach the zipper on the back.
9759	corpus-6-train	EN	Is PAA flight two zero five on schedule?
9760	corpus-6-train	EN	Could you recommend a good book for a fifteen-year-old child?
9762	corpus-6-train	EN	Good food?
9763	corpus-6-train	EN	How do I get back to Grand Central Terminal?
9765	corpus-6-train	EN	This small lipstick is so cute. I'll have this, please.
9766	corpus-6-train	EN	Is this the baggage claim for United Airlines?
9768	corpus-6-train	EN	The number is three four five six seven eight nine zero one two.
9770	corpus-6-train	EN	I'd like a camp bed.
9772	corpus-6-train	EN	This is the wrong newspaper.
9776	corpus-6-train	EN	I am eight years old.
9777	corpus-6-train	EN	Would you like to leave a message?
9778	corpus-6-dev	EN	I have a vaginal infection.
9779	corpus-6-train	EN	I'm looking for makeup kits.
9782	corpus-6-train	EN	Does the bill include the service charge?
9784	corpus-6-train	EN	Any more cotton ones?
9787	corpus-6-train	EN	I'd like some pepper, please.
9788	corpus-6-test-corpus-26-train	EN	According to the weather report, it will snow tomorrow.
9789	corpus-6-train	EN	If my baggage doesn't arrive tomorrow, I'll move to another hotel in two days.
9790	corpus-6-train	EN	Do you have any Californian wine?
9791	corpus-6-train	EN	If you have Japanese yen, I'd like to have the change in it.
9792	corpus-6-test-corpus-26-train	EN	I'd like a ball.
9793	corpus-6-train	EN	I am much obliged to you.
9795	corpus-6-train	EN	Please stay within the thirty feet dive radius.
9796	corpus-6-train	EN	No. Something to put on the body.
9797	corpus-6-dev	EN	I'd like a private guide.
9798	corpus-6-train	EN	Take a penalty stroke.
9799	corpus-6-train	EN	Hello. May I speak to Jane? This is Mayumi Yamaguchi speaking.
9801	corpus-6-train	EN	Hello. You have reached GW Industries. Our hours of operation are between nine a.m. and five p.m. If you know the extension of the party you are calling, please dial the number now. If you are calling from a touch-tone telephone, please dial the name of the party you wish to reach.
9802	corpus-6-train	EN	What is the speciality of the house?
9803	corpus-6-train	EN	Do you have any shoes with a pointed toe?
9804	corpus-6-train	EN	I've left my bag on the train.
9807	corpus-6-train	EN	My eyes are getting weak.
9809	corpus-6-train	EN	May I enclose this letter in it?
9810	corpus-6-train	EN	It looks like one person was involved.
9812	corpus-6-train	EN	I'd like some rubber bands.
9813	corpus-6-train	EN	It's not my fault, but it's your fault.
9815	corpus-6-train	EN	Please stop at the main entrance of the hotel.
9818	corpus-6-dev	EN	Could you exchange this, please?
9821	corpus-6-train	EN	The view was really beautiful.
9822	corpus-6-test-corpus-26-train	EN	Certainly. We'll be glad to do that.
9824	corpus-6-train	EN	Do you have any novelty watches?
9825	corpus-6-train	EN	Her hair was wavy and black.
9827	corpus-6-train	EN	May I have a light, please?
9829	corpus-6-test-corpus-26-train	EN	Hey, a Malaysian comic book. I'll buy one to take home as a conversation piece.
9831	corpus-6-train	EN	I woke up with a headache this morning.
9832	corpus-6-train	EN	Could you suggest any other place worth visiting?
9833	corpus-6-train	EN	Mr. Thomas, let me introduce my friend, Mary Jones.
9834	corpus-6-train	EN	I'm hungry too. Why don't we eat somewhere?
9835	corpus-6-dev	EN	I'd like to ask you about point number three. Am I right in thinking that I must pay by bank draft?
9836	corpus-6-train	EN	Thank you. Oh, this is pretty. What is it?
9837	corpus-6-train	EN	I'd like a wake up call.
9838	corpus-6-train	EN	I'd like to call off my appointment with Mr. A.
9840	corpus-6-train	EN	My breakfast hasn't arrived yet. Could you please hurry?
9841	corpus-6-train	EN	Let's see. Let me have an English paper.
9844	corpus-6-train	EN	It's very beautiful here, isn't it?
9845	corpus-6-dev	EN	I hear the ship was wrecked by the typhoon.
9847	corpus-6-train	EN	Yes. My name is Sato.
9848	corpus-6-dev	EN	What kind of goods do you want?
9850	corpus-6-train	EN	I like it very much. But I'm afraid I don't like the design. What about the other ones?
9852	corpus-6-train	EN	I'm very sorry. I'll exchange it. Which one did you want?
9856	corpus-6-train	EN	What's the hourly fee?
9857	corpus-6-train	EN	Yes, I enjoyed it.
9858	corpus-6-train	EN	I would like a VAT form, please.
9859	corpus-6-train	EN	Let's take a shortcut.
9860	corpus-6-train	EN	Fifty cents for each baggage, sir.
9861	corpus-6-train	EN	Someone snatched my purse from me.
9862	corpus-6-test-corpus-26-train	EN	"The road to success is ""Jinmyaku,"" right?"
9863	corpus-6-train	EN	Could you recommend a hotel that is not too expensive?
9865	corpus-6-train	EN	Keep quiet or I'll shoot.
9866	corpus-6-test-corpus-26-dev	EN	I'll arrive at your hotel around nine in the evening.
9867	corpus-6-train	EN	Not yet. I'll have a cheeseburger and a medium iced tea.
9868	corpus-6-dev	EN	Thank you very much. You've been very helpful.
9870	corpus-6-train	EN	A wrong change here.
9871	corpus-6-train	EN	How much do they come to altogether?
9872	corpus-6-train	EN	I'd like to declare this bottle of wine.
9876	corpus-6-dev	EN	Check out, please.
9877	corpus-6-train	EN	My camera isn't working right, please check it.
9878	corpus-6-train	EN	It's my girl-friend's birthday. Do you have anything special?
9881	corpus-6-train	EN	Did you get caught in a traffic jam?
9885	corpus-6-test-corpus-26-train	EN	I have about two thousand five hundred dollars in Japanese yen.
9886	corpus-6-train	EN	Shall I call the chef to explain it?
9890	corpus-6-train	EN	It's probably at least thirty five dollars.
9891	corpus-6-dev	EN	Could you give me an anesthetic?
9893	corpus-6-train	EN	Is someone sitting here?
9894	corpus-6-train	EN	I'd like a seat on the eight p.m. flight to Los Angeles.
9897	corpus-6-train	EN	These seem a little too big. Could I try the next smaller size?
9899	corpus-6-train	EN	Here you go. You give this to the hotel upon arrival. And here's map of the town. Have a nice stay.
9903	corpus-6-test-corpus-26-train	EN	Yes, we do. I'll show you some.
9905	corpus-6-train	EN	Please make the report as I can make a damage claim to my insurance company.
9906	corpus-6-test-corpus-26-train	EN	I'd like some sleeping pills.
9907	corpus-6-train	EN	Could you wrap it up?
9909	corpus-6-train	EN	I've finally found a job in which I can make use of my talents.
9910	corpus-6-test-corpus-26-train	EN	I'll be here until the ninth. I hope you catch the criminal as soon as possible.
9912	corpus-6-train	EN	Yes, I'm looking for a coat.
9915	corpus-6-train	EN	Is there any extra charge?
9917	corpus-6-train	EN	Will you exchange it?
9919	corpus-6-train	EN	No, when it comes to taxi-drivers, they're more or less honest.
9920	corpus-6-train	EN	Shall we go now?
9921	corpus-6-train	EN	The gum is very sore.
9923	corpus-6-train	EN	Can I close the window?
9924	corpus-6-train	EN	But everything comes with those greasy-looking heaps of potatoes. I'm starting to miss rice and miso soup.
9925	corpus-6-train	EN	Could you put someone who speaks Japanese on the line?
9926	corpus-6-train	EN	Some other person's baggage was delivered to my room.
9927	corpus-6-train	EN	Yes. Walk for two blocks. You'll find it on your right.
9929	corpus-6-dev	EN	I'd like to see Trinity Church.
9930	corpus-6-train	EN	Tokyo is a center of fashion.
9931	corpus-6-train	EN	What's on at the opera house on Friday night?
9932	corpus-6-train	EN	I've got asthma.
9933	corpus-6-train	EN	She seasoned the stew with garlic.
9935	corpus-6-train	EN	I prefer SF movies to love stories.
9936	corpus-6-train	EN	Let me check the dollar-yen exchange rate today. Just a moment, please.
9937	corpus-6-train	EN	This is a video cassette tape that I taped for my friend.
9939	corpus-6-train	EN	Five tens, ten fives, and the rest in quarters, please.
9940	corpus-6-train	EN	I'd like to buy some bags.
9941	corpus-6-train	EN	We are going to spend a week camping and enjoy ourselves this summer.
9944	corpus-6-train	EN	I swim and work out in a gym once a week.
9945	corpus-6-test-corpus-26-train	EN	I'm sure the criminal is near.
9946	corpus-6-dev	EN	Flight UA eight five three.
9948	corpus-6-test-corpus-26-train	EN	Ten stamps please.
9949	corpus-6-test-corpus-26-train	EN	I've got a sore throat.
9950	corpus-6-train	EN	That will take two hours and a service charge of ninety-nine dollars.
9951	corpus-6-train	EN	What are the top quality shoes you carry?
9952	corpus-6-train	EN	Why did you go to New York last year?
9955	corpus-6-test-corpus-26-train	EN	I need some souvenirs from New York.
9956	corpus-6-train	EN	I'm from Germany. I stayed Las Vegas for three days before coming here.
9957	corpus-6-train	EN	I want to go by ship, but what are the cabins like?
9959	corpus-6-train	EN	Hey, I feel like I took this street before.
9960	corpus-6-dev	EN	Would you mind making my breakfast an hour earlier than that?
9961	corpus-6-train	EN	If I leave my film now, how soon will the prints be ready?
9964	corpus-6-train	EN	Does another bookstore sell it?
9965	corpus-6-train	EN	Just some stomach medicine.
9966	corpus-6-train	EN	What is the name of the station where I get off?
9967	corpus-6-train	EN	Compulsory education is six years of primary school, and three years of junior high school.
9968	corpus-6-train	EN	How about for two?
9969	corpus-6-test-corpus-26-train	EN	I'm checking out. Can you send a bellboy up?
9970	corpus-6-train	EN	Cruise missiles. What were they used for?
9971	corpus-6-train	EN	Do you have Jack Daniel's?
9974	corpus-6-dev	EN	Do they sell alcohol at the store?
9975	corpus-6-train	EN	Can I hire an instructor for a tennis lesson?
9976	corpus-6-train	EN	Will the bus to El Paso leave on schedule?
9977	corpus-6-train	EN	Is there a sleeping carriage?
9978	corpus-6-train	EN	Could you clear my table, please?
9979	corpus-6-test-corpus-26-train	EN	My watch has stopped.
9980	corpus-6-train	EN	I was speaking with Mr. Douglas of the Sales Department, and we were disconnected.
9981	corpus-6-train	EN	No, we didn't receive messages, but there is a letter for you.
9982	corpus-6-train	EN	I enjoyed it. Thank you.
9983	corpus-6-test-corpus-26-train	EN	Oh, is it? How do you like it?
9984	corpus-6-train	EN	It tastes great, but it wouldn't hurt if they tried to make it look nicer.
9985	corpus-6-train	EN	When's low tide?
9986	corpus-6-train	EN	That sounds good. I'd like to join this tour. How much is it?
9987	corpus-6-train	EN	I dropped this camera and broke the shutter.
9988	corpus-6-train	EN	Can I keep on my trip?
9992	corpus-6-train	EN	We should go to platform number one to board the Chuo Line.
9996	corpus-6-train	EN	I can have it ready for you in about fifteen minutes. Do you want to wait or will you come by later?
9999	corpus-6-train	EN	What time will the next bus come?
10000	corpus-6-train	EN	Where can I order?
10001	corpus-6-dev	EN	What documents do I need for entering the US?
10003	corpus-6-train	EN	By the way, the new Kansai International Airport was also completed in nineteen ninety-four.
10004	corpus-6-train	EN	Do you sell bread?
10006	corpus-6-test-corpus-26-train	EN	We are open at nine o'clock in the morning.
10008	corpus-6-dev	EN	It's very good, thank you.
10010	corpus-6-train	EN	Is this real?
10011	corpus-6-train	EN	May I see the menu?
10012	corpus-6-train	EN	Do you have any appetite?
10015	corpus-6-dev	EN	I want you to make me a new hat.
10017	corpus-6-dev	EN	I'd like something for nausea.
10018	corpus-6-dev	EN	This ticket is for an orchestra seat. You're in the balcony.
10020	corpus-6-train	EN	My name is Tsutomu.
10021	corpus-6-train	EN	Does this train go to New York?
10022	corpus-6-train	EN	We can guarantee that you will receive all of the goods within two weeks of our receiving your order.
10023	corpus-6-train	EN	Okay. Go ahead.
10024	corpus-6-train	EN	Is this a brier pipe?
10025	corpus-6-train	EN	Do I wear it to the left?
10028	corpus-6-train	EN	Is it too far to walk?
10029	corpus-6-train	EN	I'd like a room with shower.
10030	corpus-6-dev	EN	How much do you charge for dropping off the car?
10031	corpus-6-train	EN	Here are old coins, excavated clay pots, bronze pitchers, and a thousand other commodities.
10032	corpus-6-test-corpus-26-train	EN	I'd like a coloring book.
10034	corpus-6-train	EN	Can I have some mineral water?
10035	corpus-6-train	EN	We want to hit.
10036	corpus-6-train	EN	My room is very noisy.
10037	corpus-6-test-corpus-26-train	EN	I think I feel airsick.
10041	corpus-6-train	EN	How can I get to the Delta Airlines connecting flight counter?
10043	corpus-6-test-corpus-26-train	EN	Do I have to go to a Japanese bank?
10044	corpus-6-train	EN	Please try once more.
10045	corpus-6-test-corpus-26-train	EN	You have to exchange money at a bank.
10046	corpus-6-dev	EN	Oh, you shouldn't have. Thank you. It's just what I wanted.
10047	corpus-6-train	EN	I'll give you a ring when I'm free.
10050	corpus-6-train	EN	Does this train stop at every station?
10051	corpus-6-train	EN	The watches in this case are for every day wear and these are higher-priced ones.
10052	corpus-6-train	EN	Here try this for size, it's a thirty-eight regular.
10053	corpus-6-train	EN	I hurt myself.
10055	corpus-6-train	EN	I've heard that you have a waiter who speaks Japanese.
10056	corpus-6-train	EN	What is your handicap?
10057	corpus-6-train	EN	Could I make a reservation?
10058	corpus-6-train	EN	Are you sure? I thought the shape of that wine bottle was used for Burgundy wine.
10059	corpus-6-train	EN	This is my husband.
10060	corpus-6-train	EN	No, thank you. I'm just looking.
10061	corpus-6-train	EN	Yes, it was very good. Thank you.
10063	corpus-6-train	EN	Yes. I'll put you through to Mme. Daudet.
10064	corpus-6-train	EN	May I try this one?
10065	corpus-6-test-corpus-26-train	EN	Is there plenty of time for check-out?
10066	corpus-6-train	EN	I've an allergy to eggs.
10067	corpus-6-train	EN	I'd like to draw your attention to the upper-right-hand section of the sheet I've just given you.
10069	corpus-6-test-corpus-26-train	EN	Your husband's one of our best clients.
10070	corpus-6-train	EN	At Hilton Hotel. Room number is three o five.
10071	corpus-6-train	EN	The sunset is gorgeous from here.
10073	corpus-6-train	EN	I imagine you have concerns about the delivery date.
10074	corpus-6-train	EN	I'd like a pencil sharpener, please.
10075	corpus-6-train	EN	I've lost one of my contact lenses.
10078	corpus-6-test-corpus-26-train	EN	Do you know a good dentist?
10081	corpus-6-train	EN	Say, Adrian, you don't think this robe here is too baggy, you know?
10084	corpus-6-test-corpus-26-train	EN	Oh. You should notify the consulate right away.
10090	corpus-6-train	EN	This is for her.
10091	corpus-6-test-corpus-26-train	EN	Shaken, not stirred.
10093	corpus-6-train	EN	Is this the right gate for going to Paris?
10095	corpus-6-train	EN	Show me it on this map.
10096	corpus-6-train	EN	I hear there are some good jazz clubs.
10098	corpus-6-test-corpus-26-dev	EN	Would you like a table in the main restaurant or in a private room, sir?
10099	corpus-6-train	EN	Which stop is closest to Lincoln Center?
10101	corpus-6-train	EN	What's the latest check-in time for this flight at the airport?
10102	corpus-6-test-corpus-26-train	EN	A large number of people go to the beach during the season.
10104	corpus-6-train	EN	Do you know the name of the elegant lady dancing with Mr. Cole?
10105	corpus-6-train	EN	I love you. You belong to me.
10107	corpus-6-test-corpus-26-train	EN	I weigh about one hundred and fifty pounds.
10109	corpus-6-train	EN	I'd like to have a subway map.
10110	corpus-6-train	EN	I'd like to buy six neckties. Could you give me a discount?
10111	corpus-6-test-corpus-26-train	EN	Where should I transfer?
10112	corpus-6-train	EN	Oh, I guess they call you Cal.
10113	corpus-6-train	EN	I'll carry my umbrella just in case.
10114	corpus-6-test-corpus-26-train	EN	Where is the lost property office?
10116	corpus-6-test-corpus-26-train	EN	Is there any bus that goes there directly?
10118	corpus-6-train	EN	What platform does the limited express for Washington depart from?
10120	corpus-6-train	EN	Is that a flower shop next to our hotel?
10121	corpus-6-train	EN	I'm looking for running shoes.
10122	corpus-6-train	EN	Do you have make-up kits?
10123	corpus-6-train	EN	Which track does this train leave from?
10124	corpus-6-train	EN	I don't need this much. I just want one.
10125	corpus-6-test-corpus-26-train	EN	Do I need any special treatment?
10129	corpus-6-test-corpus-26-train	EN	Will that be cash or charge?
10130	corpus-6-train	EN	Was Mr. Jones serious when he said he was retiring soon?
10133	corpus-6-train	EN	I have a cold.
10134	corpus-6-test-corpus-26-test	EN	We moved to this house a year ago.
10137	corpus-6-train	EN	"Do you know the Chinese restaurant named ""Dragon"" around there?"
10139	corpus-6-train	EN	Call an ambulance quickly.
10140	corpus-6-train	EN	Here's a sample package. Is this okay with you?
10144	corpus-6-train	EN	Now, I'd like to make a reservation again.
10145	corpus-6-train	EN	All together. Discount, please.
10147	corpus-6-dev	EN	Please change the bulb.
10148	corpus-6-train	EN	It's over there.
10149	corpus-6-train	EN	Are there any letters in the package? What's in it?
10151	corpus-6-dev	EN	Yes, you can. The room is ready. Please write your name and address here.
10152	corpus-6-train	EN	Where is the place?
10154	corpus-6-train	EN	How long are my feet?
10155	corpus-6-test-corpus-26-train	EN	How long will it take to get my visa issued?
10156	corpus-6-test-corpus-26-train	EN	Where are the restrooms?
10158	corpus-6-dev	EN	It's nothing serious.
10159	corpus-6-dev	EN	Do I need a fishing license?
10160	corpus-6-test-corpus-26-train	EN	The total amount due is two hundred forty-three pounds, ma'am.
10161	corpus-6-train	EN	If my credit card is used, could you compensate the amount?
10164	corpus-6-test-corpus-26-train	EN	This is a present. Could you wrap it in some pretty wrapping paper?
10166	corpus-6-train	EN	Don't open any of my mail.
10167	corpus-6-train	EN	The fourth block past the Starbucks coffee.
10168	corpus-6-train	EN	I'm looking for something formal.
10169	corpus-6-train	EN	Can the battery be changed?
10172	corpus-6-train	EN	Can you hang up my jacket, please?
10173	corpus-6-train	EN	The food on the next table looks good.
10174	corpus-6-train	EN	Does it have a large trunk?
10180	corpus-6-train	EN	Can I look after him?
10181	corpus-6-train	EN	That's too bad. Please take good care of yourself.
10182	corpus-6-test-corpus-26-train	EN	What a view. These are great trails.
10185	corpus-6-train	EN	Here comes the hot dog man.
10187	corpus-6-test-corpus-26-dev	EN	There are people injured.
10191	corpus-6-test-corpus-26-dev	EN	Excuse me. Where is the station around here?
10192	corpus-6-train	EN	I'd like a strong coffee.
10195	corpus-6-train	EN	I have health insurance.
10196	corpus-6-train	EN	Are you married or single?
10197	corpus-6-train	EN	Please call a taxi for me. I want to go back to the hotel.
10201	corpus-6-dev	EN	How much must I pay per hour?
10203	corpus-6-train	EN	The advantage of the gallery is that we can see the whole stage.
10205	corpus-6-train	EN	This leather?
10206	corpus-6-dev	EN	What time is check-in?
10207	corpus-6-train	EN	There was a big earthquake this morning.
10212	corpus-6-train	EN	Break this one dollar into small change, please.
10213	corpus-6-train	EN	Nine three nine six seven zero zero.
10214	corpus-6-train	EN	They were two young man.
10216	corpus-6-train	EN	This is wine we like very much. I hope you'll enjoy it.
10223	corpus-6-train	EN	Is there an afternoon tour?
10224	corpus-6-test-corpus-26-train	EN	Yes, we have a reservation for you.
10226	corpus-6-train	EN	It's fried alligator meat. It's very delicious, a little crunchy.
10227	corpus-6-dev	EN	I would like to eat a lobster raw.
10228	corpus-6-dev	EN	Please bring my breakfast at seven.
10230	corpus-6-train	EN	May I have some medicine for headache?
10231	corpus-6-train	EN	One person will check out tomorrow.
10232	corpus-6-train	EN	It's ninety-nine dollars with tax a night.
10235	corpus-6-train	EN	My name tag is on the bag.
10238	corpus-6-test-corpus-26-train	EN	Excuse me, but I want to go to my hotel in the city by bus. Where can I take a bus?
10239	corpus-6-train	EN	Will this work on one hundred volts?
10243	corpus-6-test-corpus-26-test	EN	Chicken, please.
10244	corpus-6-train	EN	Do you know what the prescription is for your lenses?
10246	corpus-6-train	EN	Do I have to change buses to get to the Lincoln Center?
10249	corpus-6-train	EN	I'd like some vitamins.
10250	corpus-6-train	EN	Please wait. I'll check if one is available.
10251	corpus-6-train	EN	Please check the tires.
10254	corpus-6-train	EN	May I recline the seat?
10255	corpus-6-train	EN	In spring, cherry blossoms in the precincts of some Buddhist temples are very attractive, while in autumn the colored leaves at Arashiyama offer a fascinating sight coupled with the pure air and the clear river.
10256	corpus-6-train	EN	Where is it located?
10257	corpus-6-test-corpus-26-train	EN	This is room two o one. I'd like to order breakfast tomorrow.
10259	corpus-6-train	EN	What holidays do you have in Japan?
10264	corpus-6-train	EN	I feel uncomfortable. Please fix it as soon as possible.
10265	corpus-6-dev	EN	I'll send you this picture. Your name and address, please.
10268	corpus-6-train	EN	Please call me Midori.
10271	corpus-6-dev	EN	I'll study science in a university.
10272	corpus-6-test-corpus-26-test	EN	What do you think about sexual harassment in the work place?
10273	corpus-6-train	EN	Will this all be on the same tab?
10277	corpus-6-train	EN	Robber.
10278	corpus-6-train	EN	What color do you like?
10279	corpus-6-train	EN	Thanks. How late can I still get room service?
10280	corpus-6-train	EN	I need some shoe polish.
10281	corpus-6-train	EN	My throat's sore.
10283	corpus-6-train	EN	Where can I find the music guide?
10284	corpus-6-dev	EN	I'm sorry I'm late.
10285	corpus-6-train	EN	Please cut my bangs one inch above the eyebrows.
10286	corpus-6-train	EN	Where's the baggage claim?
10287	corpus-6-train	EN	Can you give me a prescription?
10288	corpus-6-train	EN	I'd like a seat for today.
10290	corpus-6-train	EN	I'd like some fruit juice, please.
10293	corpus-6-train	EN	We'll have to make the best of the thing.
10294	corpus-6-train	EN	I'd like to reserve a seat to Boston. Can I get a seat on today's three thirty p.m.?
10295	corpus-6-train	EN	I want to reserve a seat to Seattle.
10296	corpus-6-train	EN	We have a different sense of values.
10297	corpus-6-dev	EN	To begin with, I must say that I'm not a specialist on this matter, or do I represent any government organization. What I'm going to tell you is entirely my own personal views. With that qualification I'm willing to voice my view.
10298	corpus-6-train	EN	Let's give you a blood test.
10299	corpus-6-dev	EN	I lost them yesterday afternoon.
10301	corpus-6-train	EN	Let's eat a simple lunch.
10303	corpus-6-train	EN	What kind of lipstick do you have?
10304	corpus-6-train	EN	What time will the next train to Philadelphia leave?
10305	corpus-6-train	EN	Not too short. Just a good trim.
10306	corpus-6-dev	EN	I'd like to make an overseas call. Please connect me to three four six three eight one three three in Tokyo.
10307	corpus-6-train	EN	This fish is a bit overcooked.
10308	corpus-6-train	EN	Unfortunately, no. It requires something with a little more kick.
10309	corpus-6-train	EN	Change this into dollars, please.
10312	corpus-6-train	EN	I am not from here.
10313	corpus-6-train	EN	Would you like to take a look at this pamphlet?
10315	corpus-6-train	EN	A rolling stone gathers no moss.
10318	corpus-6-test-corpus-26-dev	EN	I have two sisters.
10319	corpus-6-train	EN	You told me the fare was ten dollars at the airport.
10321	corpus-6-train	EN	Please take me to the theater.
10327	corpus-6-dev	EN	Round trip, please.
10329	corpus-6-train	EN	It shouldn't be that much.
10332	corpus-6-train	EN	Want to see a movie or something?
10333	corpus-6-train	EN	That's not my fault.
10335	corpus-6-train	EN	No, I don't. May I see another one?
10336	corpus-6-test-corpus-26-dev	EN	Flight number two zero eight, to Tokyo.
10337	corpus-6-train	EN	I want to check out.
10339	corpus-6-train	EN	How long will it last?
10341	corpus-6-dev	EN	How long does it take to get to Soho on foot?
10342	corpus-6-train	EN	Where shall we deliver your baggage when we recover it?
10346	corpus-6-train	EN	There's one across the street.
10348	corpus-6-train	EN	Fifteen dollars for the diagnoses. I'll give you the prescription.
10349	corpus-6-train	EN	Do you have a fax service?
10350	corpus-6-dev	EN	Which is colder in winter, Japan or Australia?
10351	corpus-6-train	EN	How much is one?
10352	corpus-6-train	EN	Four doors is fine.
10354	corpus-6-test-corpus-26-train	EN	Then let's put a padding inside.
10355	corpus-6-train	EN	No, thank you. I'd like the check, please.
10356	corpus-6-train	EN	I'm a trainee.
10357	corpus-6-train	EN	Just because it's a discount ticket, that can't be.
10358	corpus-6-train	EN	I'd like a novel in some not-too-difficult English.
10359	corpus-6-train	EN	It'd be a drag to catch a disease, so I won't go there.
10361	corpus-6-train	EN	Do you have your receipt?
10362	corpus-6-train	EN	I think there is a mistake in this bill.
10363	corpus-6-dev	EN	Something urgent came up and he couldn't make it.
10366	corpus-6-test-corpus-26-test	EN	Let's get together to discuss this further.
10367	corpus-6-train	EN	Excuse me, would you exchange this?
10368	corpus-6-train	EN	We'll need to book you on another flight.
10369	corpus-6-dev	EN	Is this one hundred percent pure leather?
10370	corpus-6-train	EN	I was in a car accident at Ocean Boulevard and twelfth Street.
10372	corpus-6-test-corpus-26-train	EN	How would you like your hair done today?
10373	corpus-6-train	EN	What are the hours for breakfast?
10374	corpus-6-train	EN	Change over to a local train at Phoenix.
10375	corpus-6-train	EN	Will it be nice day?
10377	corpus-6-train	EN	I'd like to mail a post card. Can I have a stamp?
10380	corpus-6-train	EN	I have gone diving about ten times.
10384	corpus-6-train	EN	We'd like a poolside room.
10386	corpus-6-train	EN	Can you send it to Japan?
10390	corpus-6-train	EN	You look tired.
10392	corpus-6-train	EN	He was born in nineteen sixty.
10393	corpus-6-train	EN	I'm afraid the sleeves are too long.
10394	corpus-6-train	EN	Sorry, I can't.
10396	corpus-6-train	EN	I want to go to Boston.
10398	corpus-6-train	EN	Do you have an Aramis cologne for a sensitive skin?
10401	corpus-6-train	EN	Give me some more bread, please.
10403	corpus-6-test-corpus-26-train	EN	Could you say it in other words?
